rf1,rf2,rf3
0.1225,0.6925,0.185
0.1025,0.41,0.4875
0.005,0.8875,0.1075
0.0,0.3825,0.6175
1.0,0.0,0.0
0.0,0.0175,0.9825
0.0,0.2,0.8
0.0,0.02,0.98
0.0,0.0125,0.9875
0.0,0.03,0.97
1.0,0.0,0.0
0.0,0.1375,0.8625
0.0,0.16,0.84
1.0,0.0,0.0
0.0,0.0025,0.9975
0.0,0.9175,0.0825
1.0,0.0,0.0
0.0,0.0225,0.9775
0.9925,0.0,0.0075
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9975,0.0,0.0025
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0225,0.1275,0.85
0.0,0.395,0.605
1.0,0.0,0.0
0.08,0.02,0.9
0.0375,0.31,0.6525
0.9975,0.0,0.0025
0.0,0.205,0.795
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0875,0.9125
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.025,0.975
0.965,0.01,0.025
0.0,0.0125,0.9875
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.02,0.98
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.085,0.915
0.9125,0.0775,0.01
1.0,0.0,0.0
0.0,0.0,1.0
0.985,0.0025,0.0125
0.0025,0.05,0.9475
0.0025,0.0775,0.92
0.0,0.04,0.96
0.0,0.28,0.72
0.995,0.0025,0.0025
0.005,0.0675,0.9275
0.0,0.0125,0.9875
0.9875,0.0,0.0125
0.0,0.1925,0.8075
0.0,0.0175,0.9825
0.9925,0.0075,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0025,0.315,0.6825
0.0025,0.735,0.2625
0.0,0.0425,0.9575
0.0025,0.0125,0.985
0.0,0.0725,0.9275
0.005,0.395,0.6
1.0,0.0,0.0
0.0,0.195,0.805
0.0,0.03,0.97
1.0,0.0,0.0
0.0,0.0,1.0
0.0025,0.88,0.1175
0.98,0.0175,0.0025
0.0025,0.0225,0.975
0.0,0.01,0.99
0.0475,0.01,0.9425
0.0,0.04,0.96
0.0,0.1525,0.8475
1.0,0.0,0.0
1.0,0.0,0.0
0.0125,0.115,0.8725
1.0,0.0,0.0
0.0875,0.2125,0.7
1.0,0.0,0.0
0.9975,0.0,0.0025
0.9975,0.0,0.0025
0.0,0.0,1.0
0.0,0.005,0.995
0.0,0.5875,0.4125
1.0,0.0,0.0
0.9975,0.0,0.0025
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,1.0
1.0,0.0,0.0
0.0025,0.89,0.1075
1.0,0.0,0.0
0.985,0.005,0.01
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0025,0.9975
0.0,0.035,0.965
0.0,0.03,0.97
0.0,0.005,0.995
0.9975,0.0,0.0025
0.95,0.015,0.035
0.0,0.07,0.93
0.0,0.3225,0.6775
0.0,0.0225,0.9775
0.98,0.02,0.0
0.945,0.0275,0.0275
1.0,0.0,0.0
0.0,0.855,0.145
0.9975,0.0025,0.0
0.0,0.3675,0.6325
0.0,0.0125,0.9875
0.0,0.015,0.985
0.0,0.0125,0.9875
0.0,0.5125,0.4875
1.0,0.0,0.0
0.0025,0.02,0.9775
0.0,0.07,0.93
0.995,0.0025,0.0025
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.195,0.805
0.995,0.005,0.0
0.995,0.0,0.005
1.0,0.0,0.0
0.0,0.1475,0.8525
1.0,0.0,0.0
0.9975,0.0025,0.0
1.0,0.0,0.0
0.0,0.0525,0.9475
0.0,0.105,0.895
0.0575,0.4625,0.48
1.0,0.0,0.0
1.0,0.0,0.0
0.0,1.0,0.0
0.0025,0.125,0.8725
0.03,0.1875,0.7825
0.0,0.0475,0.9525
0.01,0.39,0.6
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.8975,0.1025
0.0,1.0,0.0
0.0,0.5525,0.4475
0.0,0.0,1.0
0.0375,0.7175,0.245
1.0,0.0,0.0
0.0,0.0025,0.9975
0.0,0.0025,0.9975
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.3425,0.6575
1.0,0.0,0.0
0.0,0.055,0.945
0.0,0.0175,0.9825
1.0,0.0,0.0
0.0,0.075,0.925
0.9975,0.0,0.0025
1.0,0.0,0.0
0.0,0.16,0.84
1.0,0.0,0.0
0.06,0.42,0.52
1.0,0.0,0.0
0.0,0.1325,0.8675
0.0,0.0375,0.9625
0.0,0.0075,0.9925
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.02,0.98
0.0,0.0,1.0
0.0,0.1375,0.8625
0.0,0.0,1.0
0.0,0.0675,0.9325
0.9975,0.0,0.0025
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.105,0.895
0.9975,0.0,0.0025
0.0,0.025,0.975
0.0025,0.1475,0.85
0.0,0.0175,0.9825
1.0,0.0,0.0
0.995,0.0,0.005
1.0,0.0,0.0
0.0,0.0125,0.9875
1.0,0.0,0.0
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.0325,0.9675
0.0025,0.72,0.2775
0.0,0.0,1.0
0.0,0.0025,0.9975
0.9975,0.0025,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0075,0.6575,0.335
0.0,0.6875,0.3125
0.0,0.0,1.0
0.0,0.0025,0.9975
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0125,0.465,0.5225
0.005,0.19,0.805
0.0,0.145,0.855
1.0,0.0,0.0
0.0,0.1275,0.8725
1.0,0.0,0.0
0.0,0.0025,0.9975
1.0,0.0,0.0
0.99,0.01,0.0
1.0,0.0,0.0
0.015,0.23,0.755
0.0,0.4675,0.5325
0.0,0.5975,0.4025
0.9975,0.0,0.0025
0.0,0.5775,0.4225
0.985,0.0125,0.0025
1.0,0.0,0.0
0.0,0.935,0.065
0.0075,0.965,0.0275
0.9825,0.005,0.0125
0.9775,0.0,0.0225
0.0,0.0,1.0
0.0,0.1025,0.8975
0.9975,0.0025,0.0
0.9975,0.0,0.0025
0.9675,0.0175,0.015
0.0,0.0075,0.9925
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.03,0.97
0.0,0.0275,0.9725
0.0,0.0075,0.9925
0.0175,0.125,0.8575
0.0,0.665,0.335
1.0,0.0,0.0
0.1775,0.4425,0.38
0.0,0.4575,0.5425
1.0,0.0,0.0
0.0025,0.1025,0.895
0.0,0.0025,0.9975
0.0,0.31,0.69
0.0,0.1,0.9
0.0,0.0525,0.9475
0.9975,0.0025,0.0
0.0025,0.0125,0.985
0.0,0.0025,0.9975
0.0,0.02,0.98
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0725,0.9275
0.0475,0.32,0.6325
0.0,0.0125,0.9875
0.0,0.91,0.09
0.9825,0.0025,0.015
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0725,0.9275
0.0,0.91,0.09
0.9475,0.0075,0.045
0.0,0.0325,0.9675
0.0,0.1825,0.8175
0.9975,0.0,0.0025
0.0,0.5175,0.4825
0.0,0.0325,0.9675
1.0,0.0,0.0
0.0,0.305,0.695
0.0,0.9975,0.0025
0.0,0.0075,0.9925
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0675,0.9325
1.0,0.0,0.0
0.0,0.0075,0.9925
0.0,0.0225,0.9775
0.9975,0.0,0.0025
1.0,0.0,0.0
0.0,0.1775,0.8225
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9875,0.0,0.0125
0.0,0.0075,0.9925
0.0,0.0,1.0
0.0,0.085,0.915
0.0,0.01,0.99
0.0,0.0525,0.9475
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.015,0.985
0.9925,0.0,0.0075
0.955,0.0125,0.0325
0.0,0.005,0.995
0.0425,0.1375,0.82
0.0,0.4425,0.5575
0.0,0.205,0.795
1.0,0.0,0.0
0.005,0.125,0.87
0.0,0.02,0.98
0.0,0.0,1.0
0.0025,0.0275,0.97
0.0,0.6975,0.3025
1.0,0.0,0.0
0.0,0.0025,0.9975
0.0,0.0,1.0
1.0,0.0,0.0
0.99,0.005,0.005
1.0,0.0,0.0
0.9925,0.0,0.0075
0.0025,0.2875,0.71
0.0,0.0025,0.9975
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.015,0.985
0.995,0.005,0.0
0.0,0.085,0.915
0.9775,0.005,0.0175
0.0,0.0625,0.9375
0.9975,0.0025,0.0
0.0,0.0075,0.9925
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0175,0.9825
0.0,0.01,0.99
0.0,0.0175,0.9825
1.0,0.0,0.0
0.0,0.0025,0.9975
0.0,0.0375,0.9625
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,1.0
1.0,0.0,0.0
0.0025,0.0425,0.955
0.0,0.01,0.99
0.0,0.295,0.705
0.0,1.0,0.0
0.9625,0.0125,0.025
0.0,0.0575,0.9425
0.0025,0.085,0.9125
0.0,0.005,0.995
0.0,0.01,0.99
0.0,0.0875,0.9125
0.005,0.07,0.925
0.005,0.0825,0.9125
0.0,0.975,0.025
0.0,0.005,0.995
0.0,0.0575,0.9425
0.0,0.01,0.99
0.0,0.01,0.99
0.0,0.27,0.73
0.0,0.0025,0.9975
0.0,0.04,0.96
0.0,0.0075,0.9925
0.0,0.2825,0.7175
0.9825,0.0175,0.0
1.0,0.0,0.0
0.005,0.1525,0.8425
0.0075,0.0075,0.985
0.0025,0.3,0.6975
0.0,0.425,0.575
0.0,0.015,0.985
0.9975,0.0025,0.0
0.0,0.73,0.27
0.0,0.0,1.0
0.055,0.205,0.74
0.0,0.2625,0.7375
0.0025,0.0675,0.93
1.0,0.0,0.0
0.105,0.7675,0.1275
0.9925,0.0,0.0075
0.0,0.5325,0.4675
1.0,0.0,0.0
0.0,0.0075,0.9925
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.1625,0.8375
0.03,0.0325,0.9375
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.03,0.97
1.0,0.0,0.0
0.0,0.37,0.63
1.0,0.0,0.0
0.0,0.005,0.995
0.0,0.02,0.98
1.0,0.0,0.0
0.0,0.0175,0.9825
1.0,0.0,0.0
0.97,0.005,0.025
0.0,0.015,0.985
0.0,0.385,0.615
0.0,0.58,0.42
0.0,0.7525,0.2475
0.9975,0.0,0.0025
0.0,0.025,0.975
0.0,0.89,0.11
0.965,0.01,0.025
0.89,0.02,0.09
0.0025,0.11,0.8875
0.0025,0.44,0.5575
0.0,0.0,1.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9975,0.0025,0.0
0.0,0.9925,0.0075
0.8825,0.005,0.1125
0.0425,0.2075,0.75
0.0,0.96,0.04
0.0,0.025,0.975
1.0,0.0,0.0
0.0,0.015,0.985
0.0,0.0025,0.9975
1.0,0.0,0.0
0.995,0.0025,0.0025
0.0,0.5775,0.4225
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9975,0.0025,0.0
0.0,0.0475,0.9525
1.0,0.0,0.0
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.9975,0.0025
0.2025,0.76,0.0375
0.0,0.155,0.845
0.0,0.0025,0.9975
0.0,0.06,0.94
1.0,0.0,0.0
0.0,0.3425,0.6575
0.0,0.075,0.925
1.0,0.0,0.0
1.0,0.0,0.0
0.9975,0.0,0.0025
0.0,0.005,0.995
0.0,0.0025,0.9975
0.0,0.33,0.67
0.995,0.0,0.005
1.0,0.0,0.0
0.0,0.54,0.46
0.0,0.355,0.645
0.0,0.0,1.0
0.0,0.045,0.955
0.9875,0.0025,0.01
0.0,0.0075,0.9925
0.9975,0.0,0.0025
1.0,0.0,0.0
0.0,0.1325,0.8675
0.985,0.0075,0.0075
0.0,0.245,0.755
0.0075,0.7425,0.25
1.0,0.0,0.0
0.0,0.0175,0.9825
0.0,0.0225,0.9775
0.0,0.0125,0.9875
0.0,0.0475,0.9525
1.0,0.0,0.0
0.0,0.19,0.81
1.0,0.0,0.0
0.0,0.1075,0.8925
0.0,0.0,1.0
0.01,0.4275,0.5625
1.0,0.0,0.0
0.0,0.015,0.985
0.0,0.0,1.0
0.0,0.105,0.895
0.9675,0.015,0.0175
0.0,0.13,0.87
0.975,0.02,0.005
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.4425,0.5575
0.0,0.57,0.43
0.0,0.0225,0.9775
0.0525,0.4675,0.48
0.0,0.0,1.0
0.005,0.0225,0.9725
1.0,0.0,0.0
0.995,0.0,0.005
1.0,0.0,0.0
0.0,0.885,0.115
1.0,0.0,0.0
0.0,0.055,0.945
0.0,0.355,0.645
0.8875,0.055,0.0575
1.0,0.0,0.0
0.0,0.015,0.985
0.0,0.0,1.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.71,0.29
0.99,0.0075,0.0025
0.0,0.005,0.995
1.0,0.0,0.0
0.0,0.9925,0.0075
0.005,0.3475,0.6475
0.0,0.2525,0.7475
0.0,0.18,0.82
0.0,0.1975,0.8025
0.905,0.0825,0.0125
0.0,0.185,0.815
0.005,0.0875,0.9075
0.0175,0.9525,0.03
0.085,0.24,0.675
0.0,0.5825,0.4175
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0775,0.9225
0.0,0.355,0.645
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.1725,0.8275
1.0,0.0,0.0
0.0,0.01,0.99
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.005,0.995
0.0,0.1325,0.8675
0.0,0.0,1.0
0.0025,0.01,0.9875
1.0,0.0,0.0
0.0025,0.93,0.0675
0.0,0.125,0.875
0.0,0.1275,0.8725
0.0,0.05,0.95
0.0,0.0975,0.9025
0.015,0.3225,0.6625
1.0,0.0,0.0
0.98,0.01,0.01
1.0,0.0,0.0
1.0,0.0,0.0
0.14,0.2675,0.5925
1.0,0.0,0.0
0.945,0.015,0.04
0.99,0.0025,0.0075
1.0,0.0,0.0
1.0,0.0,0.0
0.0025,0.035,0.9625
0.0,0.0,1.0
0.985,0.005,0.01
0.9975,0.0,0.0025
0.0,0.0075,0.9925
0.9975,0.0,0.0025
0.0,0.0,1.0
0.0,0.2525,0.7475
0.0,0.035,0.965
0.0,0.09,0.91
1.0,0.0,0.0
0.0,0.0025,0.9975
0.0,0.8325,0.1675
1.0,0.0,0.0
1.0,0.0,0.0
0.9625,0.0125,0.025
0.005,0.7325,0.2625
0.9725,0.0075,0.02
0.915,0.05,0.035
0.0,0.895,0.105
0.0,0.6375,0.3625
1.0,0.0,0.0
0.0,0.8725,0.1275
0.0,0.505,0.495
0.0,0.25,0.75
0.0,0.0225,0.9775
0.0,0.0075,0.9925
0.0,0.0225,0.9775
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0225,0.9775
1.0,0.0,0.0
0.0,0.03,0.97
0.0,0.085,0.915
1.0,0.0,0.0
0.01,0.7875,0.2025
1.0,0.0,0.0
0.0,0.055,0.945
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0225,0.9775
1.0,0.0,0.0
0.01,0.1925,0.7975
0.0,0.4,0.6
0.0025,0.255,0.7425
0.9925,0.005,0.0025
0.0,0.025,0.975
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.935,0.065
1.0,0.0,0.0
0.0,0.0325,0.9675
0.0,0.045,0.955
0.0,0.0025,0.9975
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.015,0.985
0.0075,0.885,0.1075
0.0,0.14,0.86
0.0,0.0225,0.9775
0.0675,0.6475,0.285
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9825,0.005,0.0125
1.0,0.0,0.0
0.0,0.05,0.95
1.0,0.0,0.0
1.0,0.0,0.0
0.0,1.0,0.0
1.0,0.0,0.0
0.0025,0.5775,0.42
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0125,0.9875
0.0,0.01,0.99
0.0,0.0125,0.9875
0.99,0.0,0.01
0.995,0.0,0.005
0.2125,0.2325,0.555
0.0,0.01,0.99
1.0,0.0,0.0
0.96,0.0025,0.0375
0.0,0.49,0.51
0.0,0.0,1.0
0.365,0.3675,0.2675
0.0025,0.195,0.8025
1.0,0.0,0.0
0.0,0.87,0.13
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.33,0.67
0.0,0.1875,0.8125
0.0,0.23,0.77
0.0,0.0225,0.9775
1.0,0.0,0.0
0.9825,0.0075,0.01
1.0,0.0,0.0
0.9825,0.0,0.0175
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.96,0.0375,0.0025
0.0,0.0575,0.9425
0.0,0.105,0.895
0.9975,0.0,0.0025
0.0025,0.075,0.9225
0.01,0.1,0.89
0.0,0.03,0.97
1.0,0.0,0.0
0.99,0.0,0.01
0.9875,0.005,0.0075
0.0,0.97,0.03
0.0,0.9625,0.0375
0.0,0.0025,0.9975
0.0,0.15,0.85
0.0,0.035,0.965
0.0,0.04,0.96
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,1.0
0.0075,0.665,0.3275
1.0,0.0,0.0
0.0,0.0425,0.9575
0.9675,0.0025,0.03
0.0,0.7475,0.2525
0.0,0.005,0.995
1.0,0.0,0.0
0.01,0.3325,0.6575
0.0,0.0,1.0
0.005,0.405,0.59
0.01,0.71,0.28
1.0,0.0,0.0
0.02,0.0375,0.9425
0.01,0.5025,0.4875
1.0,0.0,0.0
0.0,0.005,0.995
0.0,0.01,0.99
0.0,0.0125,0.9875
1.0,0.0,0.0
0.995,0.0025,0.0025
0.0,0.0175,0.9825
0.0,0.02,0.98
0.0,0.06,0.94
0.0,0.0,1.0
0.0025,0.6275,0.37
0.9925,0.0,0.0075
0.9925,0.0,0.0075
1.0,0.0,0.0
0.0,0.0025,0.9975
0.0,0.0575,0.9425
0.0,0.0075,0.9925
0.0,0.0125,0.9875
0.0,0.2525,0.7475
0.0,0.0075,0.9925
1.0,0.0,0.0
0.0025,0.045,0.9525
1.0,0.0,0.0
0.0,0.41,0.59
0.0,0.0325,0.9675
0.0,0.0725,0.9275
0.0,0.0,1.0
0.0,0.1525,0.8475
1.0,0.0,0.0
0.0,0.3075,0.6925
0.0,0.005,0.995
0.0225,0.3325,0.645
0.0,0.0525,0.9475
0.005,0.0575,0.9375
0.0,0.0025,0.9975
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.09,0.91
0.0,0.0025,0.9975
0.985,0.01,0.005
0.0,0.165,0.835
0.0,0.015,0.985
0.0,0.075,0.925
0.0,0.0125,0.9875
1.0,0.0,0.0
0.0,0.0,1.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,1.0
0.9875,0.0,0.0125
0.0,0.3775,0.6225
0.0,0.06,0.94
1.0,0.0,0.0
0.0,0.09,0.91
0.0,0.05,0.95
0.0025,0.5025,0.495
0.0,0.0825,0.9175
0.005,0.885,0.11
0.99,0.0,0.01
1.0,0.0,0.0
0.985,0.0,0.015
0.0,0.0,1.0
0.0,0.01,0.99
0.0,0.4325,0.5675
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0025,0.9975
0.0,0.09,0.91
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0175,0.9825
0.0,0.1525,0.8475
0.0,0.04,0.96
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0725,0.9275
0.0,0.025,0.975
0.0,0.01,0.99
1.0,0.0,0.0
0.0025,0.0,0.9975
0.0,0.1725,0.8275
0.0,0.3275,0.6725
0.0,0.84,0.16
0.005,0.0625,0.9325
0.0,0.0125,0.9875
1.0,0.0,0.0
1.0,0.0,0.0
0.0025,0.03,0.9675
0.0,0.0025,0.9975
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0725,0.9275
1.0,0.0,0.0
0.0,0.0825,0.9175
0.0,0.7675,0.2325
0.0,0.0,1.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.06,0.94
0.0,0.39,0.61
0.9975,0.0,0.0025
0.0,0.02,0.98
0.1425,0.15,0.7075
0.0,0.0075,0.9925
0.0,0.0375,0.9625
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.1075,0.8925
0.0,0.0525,0.9475
1.0,0.0,0.0
0.0,0.4275,0.5725
0.9825,0.0,0.0175
0.0,0.515,0.485
0.0,0.995,0.005
1.0,0.0,0.0
0.0025,0.38,0.6175
0.0,0.155,0.845
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.005,0.995
0.9825,0.0075,0.01
0.0,0.3025,0.6975
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.115,0.885
0.9975,0.0025,0.0
0.0,0.8925,0.1075
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0025,0.205,0.7925
0.0,0.095,0.905
0.0,0.0325,0.9675
1.0,0.0,0.0
0.0,0.005,0.995
1.0,0.0,0.0
0.0,0.075,0.925
0.0,0.9725,0.0275
0.1225,0.3775,0.5
0.0,0.0,1.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.67,0.33
0.0025,0.0,0.9975
0.0,0.0,1.0
0.0,0.0025,0.9975
0.0025,0.9625,0.035
0.0,0.0175,0.9825
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0075,0.9925
0.9875,0.0,0.0125
0.0,0.055,0.945
0.995,0.0,0.005
0.9875,0.0,0.0125
0.025,0.14,0.835
0.045,0.0375,0.9175
0.0,0.005,0.995
0.0,0.1525,0.8475
0.0,0.1975,0.8025
0.0,0.0,1.0
0.0,0.0025,0.9975
0.0,0.025,0.975
0.0,0.6325,0.3675
0.0,0.3175,0.6825
0.0,0.0175,0.9825
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0025,0.9975
0.0,0.2325,0.7675
0.0,0.36,0.64
1.0,0.0,0.0
0.0,0.8725,0.1275
0.0025,0.7675,0.23
0.0,0.0175,0.9825
1.0,0.0,0.0
0.0,0.41,0.59
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0025,0.9975
1.0,0.0,0.0
0.9775,0.005,0.0175
0.0,0.29,0.71
0.0,0.1325,0.8675
1.0,0.0,0.0
0.015,0.0025,0.9825
0.0,0.08,0.92
0.0,0.0175,0.9825
0.085,0.8775,0.0375
1.0,0.0,0.0
0.0,0.0675,0.9325
0.0,0.64,0.36
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.075,0.925
1.0,0.0,0.0
0.0075,0.165,0.8275
0.0,0.055,0.945
0.0,0.0025,0.9975
0.0,0.015,0.985
0.0025,0.1975,0.8
0.0,0.26,0.74
0.0,0.0125,0.9875
0.0,0.47,0.53
0.0,0.0175,0.9825
0.0,0.0075,0.9925
1.0,0.0,0.0
0.0,0.95,0.05
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.4625,0.5375
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0025,0.9975
0.9975,0.0,0.0025
1.0,0.0,0.0
0.0,0.02,0.98
0.0,0.0,1.0
0.0025,0.0525,0.945
0.0,0.0075,0.9925
0.9975,0.0,0.0025
1.0,0.0,0.0
0.0,0.9925,0.0075
0.9975,0.0025,0.0
0.0,0.0175,0.9825
0.0,0.0475,0.9525
0.0,0.0,1.0
0.0,0.2225,0.7775
0.0,0.79,0.21
0.0,0.315,0.685
0.0,0.0,1.0
0.0,0.0025,0.9975
0.0225,0.4625,0.515
0.0,0.425,0.575
1.0,0.0,0.0
0.0,0.0225,0.9775
0.83,0.0275,0.1425
0.0,0.8125,0.1875
1.0,0.0,0.0
0.005,0.5675,0.4275
0.9925,0.0075,0.0
0.0,0.025,0.975
0.0,0.005,0.995
0.005,0.115,0.88
0.0,0.0,1.0
1.0,0.0,0.0
0.0,0.0475,0.9525
0.9975,0.0025,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.9875,0.0125
0.0,0.1175,0.8825
0.0,0.065,0.935
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0025,0.9975
0.9875,0.005,0.0075
0.0,0.11,0.89
0.0,0.0,1.0
0.0,0.01,0.99
0.9975,0.0,0.0025
0.9925,0.0,0.0075
0.0,0.1025,0.8975
0.0,0.01,0.99
0.0,0.0025,0.9975
0.0375,0.1875,0.775
0.9975,0.0,0.0025
1.0,0.0,0.0
0.0025,0.02,0.9775
0.0175,0.2725,0.71
0.0025,0.2975,0.7
0.02,0.9625,0.0175
0.99,0.0025,0.0075
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.01,0.99
0.0,0.0,1.0
0.9975,0.0,0.0025
0.0,0.9975,0.0025
0.0,0.0875,0.9125
1.0,0.0,0.0
0.0,0.1575,0.8425
0.0,0.0075,0.9925
0.0,0.355,0.645
0.9925,0.0025,0.005
0.0075,0.4,0.5925
0.0,0.065,0.935
0.0,0.0125,0.9875
0.0,0.015,0.985
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.5275,0.4725
0.9975,0.0025,0.0
0.0,0.075,0.925
0.0,0.0075,0.9925
0.0725,0.6125,0.315
0.0,0.0025,0.9975
0.0,0.0425,0.9575
0.0,0.005,0.995
0.0,0.0275,0.9725
0.0,0.0075,0.9925
0.0,0.16,0.84
0.0,0.0,1.0
1.0,0.0,0.0
0.0075,0.0725,0.92
0.0,0.7425,0.2575
0.025,0.2225,0.7525
0.9975,0.0,0.0025
0.0,0.01,0.99
0.0025,0.7,0.2975
1.0,0.0,0.0
0.005,0.075,0.92
0.0,0.0,1.0
0.0025,0.005,0.9925
0.9975,0.0,0.0025
1.0,0.0,0.0
0.005,0.1925,0.8025
1.0,0.0,0.0
0.0025,0.6175,0.38
0.0,0.0075,0.9925
0.0025,0.0025,0.995
0.0,0.0175,0.9825
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0625,0.9375
0.975,0.005,0.02
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.4725,0.5275
0.0,0.0325,0.9675
0.635,0.325,0.04
0.0,0.9725,0.0275
0.0,0.14,0.86
0.0,0.0075,0.9925
0.0,0.0,1.0
0.0,0.075,0.925
0.0,0.005,0.995
1.0,0.0,0.0
0.0,0.1275,0.8725
1.0,0.0,0.0
0.0,0.2775,0.7225
0.0,0.0,1.0
0.0,0.005,0.995
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.06,0.94
0.0,0.885,0.115
0.0,0.0025,0.9975
0.0,0.0125,0.9875
0.0,0.0025,0.9975
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0825,0.9175
1.0,0.0,0.0
0.9075,0.0825,0.01
0.0025,0.9,0.0975
0.0,0.39,0.61
0.0,0.0025,0.9975
1.0,0.0,0.0
0.0025,0.69,0.3075
1.0,0.0,0.0
0.0,0.005,0.995
0.0,0.0825,0.9175
0.9775,0.005,0.0175
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0075,0.9925
0.0125,0.745,0.2425
1.0,0.0,0.0
1.0,0.0,0.0
